id,technology,published,updated,title,summary,authors
http://arxiv.org/abs/1912.04780v2,Smart contracts,2019-12-10T15:52:52Z,2019-12-24T09:04:27Z,Testing Smart Contracts Gets Smarter,"  Smart contracts are immutable, verifiable, and autonomous pieces of code that
can be deployed and ran on blockchain networks like Ethereum. Due to the
immutability nature of blockchain, no change is possible on a deployed smart
contract or a verified transaction. On the other hand, there are millions of
dollars carried by smart contracts in Ethereum blockchain, and hence, a faulty
smart contract can lead to a huge monetary loss. Therefore, it is important for
smart contract developers to fully test and check the correctness of their code
before deploying it on the blockchain. In this paper, we propose a testing
mechanism for smart contracts in Solidity language, based on mutation testing.
We analyzed a comprehensive list of known bugs in Solidity smart contracts, and
designed 10 classes of mutation operators inspired by the real faults. Our
experimental results show that our proposed mutation operators can regenerate
10 of 15 famous faulty smart contracts, which have resulted in millions of
dollars loss. The results show the effectiveness of our proposed mutation
operators in detecting real faults in Solidity smart contracts. We have also
extended {\em Universal Mutator } tool with our mutation operators, so that it
can automatically generate mutants for smart contracts written in Solidity.
","['Erfan Andesta', 'Fathiyeh Faghih', 'Mahdi Fooladgar']"
http://arxiv.org/abs/2206.02760v1,Smart contracts,2022-06-06T17:37:51Z,2022-06-06T17:37:51Z,Blockchain for the Cybersecurity of Smart City Applications,"  Cybersecurity is an inherent characteristic that should be addressed before
the large deployment of smart city applications. Recently, Blockchain appears
as a promising technology to provide several cybersecurity aspects of smart
city applications. This paper provides a comprehensive review of the existing
blockchain-based solutions for the cybersecurity of the main smart city
applications, namely smart healthcare, smart transportation, smart agriculture,
supply chain management, smart grid, and smart homes. We describe the existing
solutions and we discuss their merits and limits. Moreover, we define the
security requirements of each smart city application and we give a mapping of
the studied solutions to these defined requirements. Additionally, future
directions are given. We believe that the present survey is a good starting
point for every researcher in the fields of cybersecurity, blockchain, and
smart cities.
","['Omar Cheikhrouhou', 'Ichrak Amdouni', 'Khaleel Mershad', 'Maryem Ammi', 'Tuan Nguyen Gia']"
http://arxiv.org/abs/2207.04424v1,Smart contracts,2022-07-10T09:22:10Z,2022-07-10T09:22:10Z,"An Overview of Cyber Threats, Attacks, and Countermeasures on the
  Primary Domains of Smart Cities","  A smart city is a place where existing facilities and services are enhanced
by digital technology to benefit people and companies. The most critical
infrastructures in this city are interconnected. Increased data exchange across
municipal domains aims to manage the essential assets, leading to more
automation in city governance and optimization of the dynamic offered services.
However, no clear guideline or standard exists for modeling these data flows.
As a result, operators, municipalities, policymakers, manufac-turers, solution
providers, and vendors are forced to accept systems with limited scalability
and varying needs. Nonetheless, it is critical to raise awareness about smart
city cybersecurity and implement suitable measures to safeguard citizens'
privacy and security because the cyber threats seem to be well-organized,
diverse, and sophisticated. This study aims to present an overview of cyber
threats, attacks, and countermeasures on the primary domains of smart cities
(smart government, smart mobility, smart environment, smart living, smart
healthcare, smart economy, and smart people) to present information extracted
from state-of-the-art to policymakers to perceive the critical situation and,
at the same time, to be a valuable resource for the scientific community.
","['Vasiliki Demertzi', 'Stavros Demertzis', 'Konstantinos Demertzis']"
http://arxiv.org/abs/2402.00568v1,Smart contracts,2024-02-01T13:01:47Z,2024-02-01T13:01:47Z,Secure Supervised Learning-Based Smart Home Authentication Framework,"  The Smart home possesses the capability of facilitating home services to
their users with the systematic advance in The Internet of Things (IoT) and
information and communication technologies (ICT) in recent decades. The home
service offered by the smart devices helps the users in utilize maximized level
of comfort for the objective of improving life quality. As the user and smart
devices communicate through an insecure channel, the smart home environment is
prone to security and privacy problems. A secure authentication protocol needs
to be established between the smart devices and the user, such that a situation
for device authentication can be made feasible in smart home environments. Most
of the existing smart home authentication protocols were identified to fail in
facilitating a secure mutual authentication and increases the possibility of
lunching the attacks of session key disclosure, impersonation and stolen smart
device. In this paper, Secure Supervised Learning-based Smart Home
Authentication Framework (SSL-SHAF) is proposed as are liable mutual
authentication that can be contextually imposed for better security. The formal
analysis of the proposed SSL-SHAF confirmed better resistance against session
key disclosure, impersonation and stolen smart device attacks. The results of
SSL-SHAF confirmed minimized computational costs and security compared to the
baseline protocols considered for investigation.
","['K. Swapna Sudha', 'N. Jeyanthi', 'Celestine Iwendi']"
http://arxiv.org/abs/1112.1158v1,Smart contracts,2011-12-06T04:55:32Z,2011-12-06T04:55:32Z,"Wireless Communications and Networking Technologies for Smart Grid:
  Paradigms and Challenges","  Smart grid, regarded as the next generation power grid, uses two-way flows of
electricity and information to create a widely distributed automated energy
delivery network. In this work we present our vision on smart grid from the
perspective of wireless communications and networking technologies. We present
wireless communication and networking paradigms for four typical scenarios in
the future smart grid and also point out the research challenges of the
wireless communication and networking technologies used in smart grid
","['Xi Fang', 'Dejun Yang', 'Guoliang Xue']"
http://arxiv.org/abs/1807.03111v1,Smart contracts,2018-06-13T10:03:44Z,2018-06-13T10:03:44Z,"A Framework for Detecting and Translating User Behavior from Smart Meter
  Data","  The European adoption of smart electricity meters triggers the developments
of new value-added service for smart energy and optimal consumption. Recently,
several algorithms and tools have been built to analyze smart meter's data.
This paper introduces an open framework and prototypes for detecting and
presenting user behavior from its smart meter power consumption data. The
framework aims at presenting the detected user behavior in natural language
reports. In order to validate the proposed framework, an experiment has been
performed and the results have been presented.
","['Egon Kidmose', 'Emad Ebeid', 'Rune Hylsberg Jacobsen']"
http://arxiv.org/abs/2101.06519v1,Smart contracts,2021-01-16T20:46:43Z,2021-01-16T20:46:43Z,"Intrusion Detection Systems for Smart Home IoT Devices: Experimental
  Comparison Study","  Smart homes are one of the most promising applications of the emerging
Internet of Things (IoT) technology. With the growing number of IoT related
devices such as smart thermostats, smart fridges, smart speaker, smart light
bulbs and smart locks, smart homes promise to make our lives easier and more
comfortable. However, the increased deployment of such smart devices brings an
increase in potential security risks and home privacy breaches. In order to
overcome such risks, Intrusion Detection Systems are presented as pertinent
tools that can provide network-level protection for smart devices deployed in
home environments. These systems monitor the network activities of the smart
home-connected de-vices and focus on alerting suspicious or malicious activity.
They also can deal with detected abnormal activities by hindering the impostors
in accessing the victim devices. However, the employment of such systems in the
context of a smart home can be challenging due to the devices hardware
limitations, which may restrict their ability to counter the existing and
emerging attack vectors. Therefore, this paper proposes an experimental
comparison between the widely used open-source NIDSs namely Snort, Suricata and
Bro IDS to find the most appropriate one for smart homes in term of detection
accuracy and resources consumption including CP and memory utilization.
Experimental Results show that Suricata is the best performing NIDS for smart
homes
","['Faisal Alsakran', 'Gueltoum Bendiab', 'Stavros Shiaeles', 'Nicholas Kolokotronis']"
http://arxiv.org/abs/2304.12851v1,Smart contracts,2023-04-25T14:22:48Z,2023-04-25T14:22:48Z,Towards Smart Education through the Internet of Things: A Review,"  IoT is a fundamental enabling technology for creating smart spaces, which can
assist the effective face-to-face and online education systems. The transition
to smart education (integrating IoT and AI into the education system) is
appealing, which has a concrete impact on learners' engagement, motivation,
attendance, and deep learning. Traditional education faces many challenges,
including administration, pedagogy, assessment, and classroom supervision.
Recent developments in ICT (e.g., IoT, AI and 5G, etc.) have yielded lots of
smart solutions for various aspects of life; however, smart solutions are not
well integrated into the education system. In particular, the COVID-19 pandemic
situation had further emphasized the adoption of new smart solutions in
education. This study reviews the related studies and addresses the (i)
problems in the traditional education system with possible solutions, (ii) the
transition towards smart education, and (iii) research challenges in the
transition to smart education (i.e, computational and social resistance).
Considering these studies, smart solutions (e.g., smart pedagogy, smart
assessment, smart classroom, smart administration, etc.) are introduced to the
problems of the traditional system. This exploratory study opens new trends for
scholars and the market to integrate ICT, IoT, and AI into smart education.
","['Afzal Badshah', 'Anwar Ghani', 'Ali Daud', 'Ateeqa Jalal', 'Muhammad Bilal', 'Jon Crowcroft']"
http://arxiv.org/abs/1109.4474v1,Smart contracts,2011-09-21T04:33:49Z,2011-09-21T04:33:49Z,Smart Grid Information Security (IS) Functional Requirement,"  It is important to implement safe smart grid environment to enhance people's
lives and livelihoods. This paper provides information on smart grid IS
functional requirement by illustrating some discussion points to the sixteen
identified requirements. This paper introduces the smart grid potential hazards
that can be referred as a triggering factor to improve the system and security
of the entire grid. The background of smart information infrastructure and the
needs for smart grid IS is described with the adoption of hermeneutic circle as
methodology. Grid information technology and security-s session discusses that
grid provides the chance of a simple and transparent access to different
information sources. In addition, the transformation between traditional versus
smart grid networking trend and the IS importance on the communication field
reflects the criticality of grid IS functional requirement identification is
introduces. The smart grid IS functional requirements described in this paper
are general and can be adopted or modified to suit any smart grid system. This
paper has tutorial contents where some related backgrounds were provided,
especially for networking community, covering the cyber security requirement of
smart grid information infrastructure.
","['Amy Poh Ai Ling', 'Mukaidono Masao']"
http://arxiv.org/abs/1706.07363v1,Smart contracts,2017-06-22T15:19:16Z,2017-06-22T15:19:16Z,Smart Wireless Communication is the Cornerstone of Smart Infrastructures,"  Emerging smart infrastructures, such as Smart City, Smart Grid, Smart Health,
and Smart Transportation, need smart wireless connectivity. However, the
requirements of these smart infrastructures cannot be met with today's wireless
networks. A new wireless infrastructure is needed to meet unprecedented needs
in terms of agility, reliability, security, scalability, and partnerships.
  We are at the beginning of a revolution in how we live with technology,
resulting from a convergence of machine learning (ML), the Internet-of-Things
(IoT), and robotics. A smart infrastructure monitors and processes a vast
amount of data, collected from a dense and wide distribution of heterogeneous
sensors (e.g., the IoT), as well as from web applications like social media. In
real time, using machine learning, patterns and relationships in the data over
space, time, and application can be detected and predictions can be made; on
the basis of these, resources can be managed, decisions can be made, and
devices can be actuated to optimize metrics, such as cost, health, safety, and
convenience.
","['Mary Ann Weitnauer', 'Jennifer Rexford', 'Nicholas Laneman', 'Matthieu Bloch', 'Santiago Griljava', 'Catherine Ross', 'Gee-Kung Chang']"
id,technology,published,updated,title,summary,authors
http://arxiv.org/abs/2409.18125v3,3D printing,2024-09-26T17:59:11Z,2025-04-27T06:50:23Z,"LLaVA-3D: A Simple yet Effective Pathway to Empowering LMMs with
  3D-awareness","  Recent advancements in Large Multimodal Models (LMMs) have greatly enhanced
their proficiency in 2D visual understanding tasks, enabling them to
effectively process and understand images and videos. However, the development
of LMMs with 3D scene understanding capabilities has been hindered by the lack
of large-scale 3D vision-language datasets and powerful 3D encoders. In this
paper, we introduce a simple yet effective framework called LLaVA-3D.
Leveraging the strong 2D visual understanding priors from LLaVA, our LLaVA-3D
efficiently adapts LLaVA for 3D scene understanding without compromising 2D
understanding capabilities. To achieve this, we utilize the 3D position
embeddings to enhance the 2D CLIP Patches with 3D spatial context information
and construct 3D patches. By integrating the 3D position embeddings into 2D
LMMs and employing joint 2D and 3D vision-language instruction tuning, we
establish a unified architecture for both 2D visual understanding and 3D scene
understanding. In contrast to previous 3D LMMs, LLaVA-3D supports decoding
accurate 3D spatial perception outputs, e.g., 3D bounding boxes, directly from
these 3D patches, without relying on the time-consuming off-the-shelf 3D
segmentors. Experimental results show that LLaVA-3D converges 3.5x faster than
existing 3D LMMs when trained on 3D vision-language datasets. Moreover,
LLaVA-3D not only achieves state-of-the-art performance across various 3D tasks
but also maintains comparable 2D visual understanding and vision-language
conversation capabilities with LLaVA.
","['Chenming Zhu', 'Tai Wang', 'Wenwei Zhang', 'Jiangmiao Pang', 'Xihui Liu']"
http://arxiv.org/abs/2303.15780v1,3D printing,2023-03-28T07:50:45Z,2023-03-28T07:50:45Z,Instruct 3D-to-3D: Text Instruction Guided 3D-to-3D conversion,"  We propose a high-quality 3D-to-3D conversion method, Instruct 3D-to-3D. Our
method is designed for a novel task, which is to convert a given 3D scene to
another scene according to text instructions. Instruct 3D-to-3D applies
pretrained Image-to-Image diffusion models for 3D-to-3D conversion. This
enables the likelihood maximization of each viewpoint image and high-quality 3D
generation. In addition, our proposed method explicitly inputs the source 3D
scene as a condition, which enhances 3D consistency and controllability of how
much of the source 3D scene structure is reflected. We also propose dynamic
scaling, which allows the intensity of the geometry transformation to be
adjusted. We performed quantitative and qualitative evaluations and showed that
our proposed method achieves higher quality 3D-to-3D conversions than baseline
methods.
","['Hiromichi Kamata', 'Yuiko Sakuma', 'Akio Hayakawa', 'Masato Ishii', 'Takuya Narihira']"
http://arxiv.org/abs/2401.13923v2,3D printing,2024-01-25T03:42:00Z,2024-03-17T08:51:45Z,Towards 3D Molecule-Text Interpretation in Language Models,"  Language Models (LMs) have greatly influenced diverse domains. However, their
inherent limitation in comprehending 3D molecular structures has considerably
constrained their potential in the biomolecular domain. To bridge this gap, we
focus on 3D molecule-text interpretation, and propose 3D-MoLM: 3D-Molecular
Language Modeling. Specifically, 3D-MoLM enables an LM to interpret and analyze
3D molecules by equipping the LM with a 3D molecular encoder. This integration
is achieved by a 3D molecule-text projector, bridging the 3D molecular
encoder's representation space and the LM's input space. Moreover, to enhance
3D-MoLM's ability of cross-modal molecular understanding and instruction
following, we meticulously curated a 3D molecule-centric instruction tuning
dataset -- 3D-MoIT. Through 3D molecule-text alignment and 3D molecule-centric
instruction tuning, 3D-MoLM establishes an integration of 3D molecular encoder
and LM. It significantly surpasses existing baselines on downstream tasks,
including molecule-text retrieval, molecule captioning, and more challenging
open-text molecular QA tasks, especially focusing on 3D-dependent properties.
We release our codes and datasets at https://github.com/lsh0520/3D-MoLM.
","['Sihang Li', 'Zhiyuan Liu', 'Yanchen Luo', 'Xiang Wang', 'Xiangnan He', 'Kenji Kawaguchi', 'Tat-Seng Chua', 'Qi Tian']"
http://arxiv.org/abs/2503.24229v1,3D printing,2025-03-31T15:42:10Z,2025-03-31T15:42:10Z,"Pre-training with 3D Synthetic Data: Learning 3D Point Cloud Instance
  Segmentation from 3D Synthetic Scenes","  In the recent years, the research community has witnessed growing use of 3D
point cloud data for the high applicability in various real-world applications.
By means of 3D point cloud, this modality enables to consider the actual size
and spatial understanding. The applied fields include mechanical control of
robots, vehicles, or other real-world systems. Along this line, we would like
to improve 3D point cloud instance segmentation which has emerged as a
particularly promising approach for these applications. However, the creation
of 3D point cloud datasets entails enormous costs compared to 2D image
datasets. To train a model of 3D point cloud instance segmentation, it is
necessary not only to assign categories but also to provide detailed
annotations for each point in the large-scale 3D space. Meanwhile, the increase
of recent proposals for generative models in 3D domain has spurred proposals
for using a generative model to create 3D point cloud data. In this work, we
propose a pre-training with 3D synthetic data to train a 3D point cloud
instance segmentation model based on generative model for 3D scenes represented
by point cloud data. We directly generate 3D point cloud data with Point-E for
inserting a generated data into a 3D scene. More recently in 2025, although
there are other accurate 3D generation models, even using the Point-E as an
early 3D generative model can effectively support the pre-training with 3D
synthetic data. In the experimental section, we compare our pre-training method
with baseline methods indicated improved performance, demonstrating the
efficacy of 3D generative models for 3D point cloud instance segmentation.
","['Daichi Otsuka', 'Shinichi Mae', 'Ryosuke Yamada', 'Hirokatsu Kataoka']"
http://arxiv.org/abs/2009.09633v1,3D printing,2020-09-21T06:26:39Z,2020-09-21T06:26:39Z,3D-FUTURE: 3D Furniture shape with TextURE,"  The 3D CAD shapes in current 3D benchmarks are mostly collected from online
model repositories. Thus, they typically have insufficient geometric details
and less informative textures, making them less attractive for comprehensive
and subtle research in areas such as high-quality 3D mesh and texture recovery.
This paper presents 3D Furniture shape with TextURE (3D-FUTURE): a
richly-annotated and large-scale repository of 3D furniture shapes in the
household scenario. At the time of this technical report, 3D-FUTURE contains
20,240 clean and realistic synthetic images of 5,000 different rooms. There are
9,992 unique detailed 3D instances of furniture with high-resolution textures.
Experienced designers developed the room scenes, and the 3D CAD shapes in the
scene are used for industrial production. Given the well-organized 3D-FUTURE,
we provide baseline experiments on several widely studied tasks, such as joint
2D instance segmentation and 3D object pose estimation, image-based 3D shape
retrieval, 3D object reconstruction from a single image, and texture recovery
for 3D shapes, to facilitate related future researches on our database.
","['Huan Fu', 'Rongfei Jia', 'Lin Gao', 'Mingming Gong', 'Binqiang Zhao', 'Steve Maybank', 'Dacheng Tao']"
http://arxiv.org/abs/2401.04099v1,3D printing,2024-01-08T18:56:33Z,2024-01-08T18:56:33Z,AGG: Amortized Generative 3D Gaussians for Single Image to 3D,"  Given the growing need for automatic 3D content creation pipelines, various
3D representations have been studied to generate 3D objects from a single
image. Due to its superior rendering efficiency, 3D Gaussian splatting-based
models have recently excelled in both 3D reconstruction and generation. 3D
Gaussian splatting approaches for image to 3D generation are often
optimization-based, requiring many computationally expensive score-distillation
steps. To overcome these challenges, we introduce an Amortized Generative 3D
Gaussian framework (AGG) that instantly produces 3D Gaussians from a single
image, eliminating the need for per-instance optimization. Utilizing an
intermediate hybrid representation, AGG decomposes the generation of 3D
Gaussian locations and other appearance attributes for joint optimization.
Moreover, we propose a cascaded pipeline that first generates a coarse
representation of the 3D data and later upsamples it with a 3D Gaussian
super-resolution module. Our method is evaluated against existing
optimization-based 3D Gaussian frameworks and sampling-based pipelines
utilizing other 3D representations, where AGG showcases competitive generation
abilities both qualitatively and quantitatively while being several orders of
magnitude faster. Project page: https://ir1d.github.io/AGG/
","['Dejia Xu', 'Ye Yuan', 'Morteza Mardani', 'Sifei Liu', 'Jiaming Song', 'Zhangyang Wang', 'Arash Vahdat']"
http://arxiv.org/abs/2303.09036v2,3D printing,2023-03-16T02:18:41Z,2023-08-07T08:10:55Z,Mimic3D: Thriving 3D-Aware GANs via 3D-to-2D Imitation,"  Generating images with both photorealism and multiview 3D consistency is
crucial for 3D-aware GANs, yet existing methods struggle to achieve them
simultaneously. Improving the photorealism via CNN-based 2D super-resolution
can break the strict 3D consistency, while keeping the 3D consistency by
learning high-resolution 3D representations for direct rendering often
compromises image quality. In this paper, we propose a novel learning strategy,
namely 3D-to-2D imitation, which enables a 3D-aware GAN to generate
high-quality images while maintaining their strict 3D consistency, by letting
the images synthesized by the generator's 3D rendering branch to mimic those
generated by its 2D super-resolution branch. We also introduce 3D-aware
convolutions into the generator for better 3D representation learning, which
further improves the image generation quality. With the above strategies, our
method reaches FID scores of 5.4 and 4.3 on FFHQ and AFHQ-v2 Cats,
respectively, at 512x512 resolution, largely outperforming existing 3D-aware
GANs using direct 3D rendering and coming very close to the previous
state-of-the-art method that leverages 2D super-resolution. Project website:
https://seanchenxy.github.io/Mimic3DWeb.
","['Xingyu Chen', 'Yu Deng', 'Baoyuan Wang']"
http://arxiv.org/abs/2403.12438v1,3D printing,2024-03-19T04:51:38Z,2024-03-19T04:51:38Z,Precise-Physics Driven Text-to-3D Generation,"  Text-to-3D generation has shown great promise in generating novel 3D content
based on given text prompts. However, existing generative methods mostly focus
on geometric or visual plausibility while ignoring precise physics perception
for the generated 3D shapes. This greatly hinders the practicality of generated
3D shapes in real-world applications. In this work, we propose Phy3DGen, a
precise-physics-driven text-to-3D generation method. By analyzing the solid
mechanics of generated 3D shapes, we reveal that the 3D shapes generated by
existing text-to-3D generation methods are impractical for real-world
applications as the generated 3D shapes do not conform to the laws of physics.
To this end, we leverage 3D diffusion models to provide 3D shape priors and
design a data-driven differentiable physics layer to optimize 3D shape priors
with solid mechanics. This allows us to optimize geometry efficiently and learn
precise physics information about 3D shapes at the same time. Experimental
results demonstrate that our method can consider both geometric plausibility
and precise physics perception, further bridging 3D virtual modeling and
precise physical worlds.
","['Qingshan Xu', 'Jiao Liu', 'Melvin Wong', 'Caishun Chen', 'Yew-Soon Ong']"
